Timestamp,CaseId,Activity,ModelTime,Resource,Brand
2020-06-03 22:29:32,36,Online,232172,111,PEAR
2020-06-03 23:25:43,37,Online,235543,111,SKP
2020-06-03 23:30:45,38,Online,235845,111,SKP
2020-06-04 02:16:45,39,App,245805,111,PEAR
2020-06-04 07:02:30,40,Online,262950,111,PEAR
2020-06-04 07:28:01,41,App,264481,111,PEAR
2020-06-04 07:59:17,42,Online,266357,111,PEAR
2020-06-04 09:20:13,34,Register Low,271213,1,PEAR
2020-06-04 09:20:20,38,Register Low,271220,2,SKP
2020-06-04 09:25:12,39,Ask if Reimbursement,271512,2,PEAR
2020-06-04 09:25:20,38,Assess Fraud,271520,20,SKP
2020-06-04 09:30:13,33,Ask if Reimbursement,271813,2,SKP
2020-06-04 09:30:13,38,Close Fraud,271813,20,SKP
2020-06-04 09:31:19,43,Online,271879,111,PEAR
2020-06-04 09:40:34,35,Register Low,272434,1,PEAR
2020-06-04 09:50:19,36,Register Low,273019,2,PEAR
2020-06-04 10:00:43,39,Register High,273643,1,PEAR
2020-06-04 10:05:44,38,Ask if Reimbursement,273944,1,SKP
2020-06-04 10:10:25,41,Register Low,274225,2,PEAR
2020-06-04 10:10:46,36,Ask if Reimbursement,274246,1,PEAR
2020-06-04 10:15:08,34,Ask if Reimbursement,274508,2,PEAR
2020-06-04 10:15:42,35,Ask if Reimbursement,274542,1,PEAR
2020-06-04 10:19:06,10,Repair,274746,5,CP
2020-06-04 10:22:00,8,Pay,274920,2,SKP
2020-06-04 10:24:06,42,Assess Fraud,275046,20,PEAR
2020-06-04 10:26:55,41,Ask if Reimbursement,275215,2,PEAR
2020-06-04 10:29:00,42,Close Fraud,275340,20,PEAR
2020-06-04 10:36:10,40,Register Low,275770,1,PEAR
2020-06-04 10:43:00,14,Pay,276180,1,SKP
2020-06-04 10:46:56,42,Register Low,276416,2,PEAR
2020-06-04 10:56:43,12,Send New,277003,2,PEAR
2020-06-04 11:01:47,40,Ask if Reimbursement,277307,2,PEAR
2020-06-04 11:02:47,37,Register Low,277367,1,SKP
2020-06-04 11:04:02,7,Repair,277442,5,PEAR
2020-06-04 11:06:52,42,Ask if Reimbursement,277612,2,PEAR
2020-06-04 11:09:54,13,Pay,277794,1,PEAR
2020-06-04 11:11:49,37,Ask if Reimbursement,277909,2,SKP
2020-06-04 11:19:44,7,Send New,278384,1,PEAR
2020-06-04 11:26:42,6,Pay,278802,1,CP
2020-06-04 11:31:47,33,Register Low,279107,2,SKP
2020-06-04 11:33:50,11,Pay,279230,1,PEAR
2020-06-04 11:49:19,9,Repair,280159,5,PEAR
2020-06-04 11:51:41,43,Register Low,280301,2,PEAR
2020-06-04 11:58:38,43,Ask if Reimbursement,280718,2,PEAR
2020-06-04 11:59:15,9,Send New,280755,1,PEAR
2020-06-04 12:34:37,10,Repair,282877,5,CP
2020-06-04 12:42:16,15,Send New,283336,2,PEAR
2020-06-04 13:07:09,16,Pay,284829,1,PEAR
2020-06-04 13:19:23,10,Repair,285563,5,CP
2020-06-04 13:29:21,10,Send New,286161,1,CP
2020-06-04 16:18:28,44,Online,296308,111,PEAR
2020-06-04 16:43:24,45,Online,297804,111,CP
2020-06-04 16:45:22,46,Online,297922,111,CP
2020-06-04 18:22:58,47,App,303778,111,SKP
2020-06-04 19:11:25,48,Online,306685,111,PEAR
2020-06-04 19:27:49,49,Online,307669,111,PEAR
2020-06-04 23:01:06,50,Online,320466,111,PEAR
2020-06-05 02:13:26,51,Online,332006,111,PEAR
2020-06-05 06:47:54,52,Online,348474,111,CP
2020-06-05 07:26:43,53,Online,350803,111,SKP
2020-06-05 09:19:55,47,Register Low,357595,1,SKP
2020-06-05 09:25:16,51,Assess Fraud,357916,20,PEAR
2020-06-05 09:28:23,49,Register High,358103,2,PEAR
2020-06-05 09:30:12,51,Close Fraud,358212,20,PEAR
2020-06-05 09:33:09,47,Ask if Reimbursement,358389,2,SKP
2020-06-05 09:38:04,49,Ask if Reimbursement,358684,2,PEAR
2020-06-05 09:47:50,52,Register High,359270,1,CP
2020-06-05 09:57:00,54,Online,359820,111,CP
2020-06-05 09:58:19,53,Register Low,359899,2,SKP
2020-06-05 09:59:51,46,Assess Fraud,359991,20,CP
2020-06-05 10:07:04,27,Repair,360424,5,PEAR
2020-06-05 10:07:59,45,Register Low,360479,1,CP
2020-06-05 10:12:55,53,Ask if Reimbursement,360775,1,SKP
2020-06-05 10:18:24,46,Register Low,361104,2,CP
2020-06-05 10:23:19,52,Ask if Reimbursement,361399,2,CP
2020-06-05 10:24:47,52,Assess Fraud,361487,20,CP
2020-06-05 10:29:48,46,Close Fraud,361788,20,CP
2020-06-05 10:33:09,48,Register Low,361989,1,PEAR
2020-06-05 10:38:10,45,Ask if Reimbursement,362290,1,CP
2020-06-05 10:39:45,52,Close Fraud,362385,20,CP
2020-06-05 10:43:27,50,Register Low,362607,2,PEAR
2020-06-05 10:52:05,27,Repair,363125,5,PEAR
2020-06-05 10:58:09,51,Register Low,363489,1,PEAR
2020-06-05 11:03:03,48,Ask if Reimbursement,363783,1,PEAR
2020-06-05 11:03:43,44,Register Low,363823,2,PEAR
2020-06-05 11:08:18,46,Ask if Reimbursement,364098,1,CP
2020-06-05 11:08:31,51,Ask if Reimbursement,364111,2,PEAR
2020-06-05 11:13:30,50,Ask if Reimbursement,364410,1,PEAR
2020-06-05 11:17:10,55,App,364630,111,PEAR
2020-06-05 11:18:31,22,Send New,364711,2,CP
2020-06-05 11:18:34,44,Ask if Reimbursement,364714,1,PEAR
2020-06-05 11:21:24,56,Online,364884,111,SKP
2020-06-05 11:25:37,21,Pay,365137,2,PEAR
2020-06-05 11:50:10,23,Repair,366610,5,CP
2020-06-05 11:51:42,27,Fill Fraud Report,366702,20,PEAR
2020-06-05 11:59:56,23,Send Repaired,367196,2,CP
2020-06-05 12:09:56,19,Send New,367796,2,PEAR
2020-06-05 12:17:03,28,Pay,368223,2,PEAR
2020-06-05 12:21:40,54,Assess Fraud,368500,20,CP
2020-06-05 12:25:05,54,Register High,368705,1,CP
2020-06-05 12:26:50,54,Close Fraud,368810,20,CP
2020-06-05 12:26:52,29,Send New,368812,2,PEAR
2020-06-05 12:32:10,30,Pay,369130,1,SKP
2020-06-05 12:35:49,24,Repair,369349,5,SKP
2020-06-05 12:36:45,17,Send New,369405,2,SKP
2020-06-05 12:37:10,54,Ask if Reimbursement,369430,1,CP
2020-06-05 12:46:44,24,Send New,370004,2,SKP
2020-06-05 12:46:59,20,Send New,370019,1,CP
2020-06-05 12:56:37,18,Send New,370597,2,PEAR
2020-06-05 12:56:49,26,Send New,370609,1,SKP
2020-06-05 13:20:34,25,Repair,372034,5,SKP
2020-06-05 13:22:27,31,Pay,372147,1,PEAR
2020-06-05 13:42:38,56,Register Low,373358,1,SKP
2020-06-05 13:57:27,57,Online,374247,111,PEAR
2020-06-05 14:05:21,25,Repair,374721,5,SKP
2020-06-05 14:10:12,55,Register High,375012,1,PEAR
2020-06-05 14:20:07,25,Send Repaired,375607,1,SKP
2020-06-05 14:25:12,55,Ask if Reimbursement,375912,1,PEAR
2020-06-05 14:30:24,56,Ask if Reimbursement,376224,1,SKP
2020-06-05 15:10:41,58,Online,378641,111,PEAR
2020-06-05 16:17:51,57,Register Low,382671,1,PEAR
2020-06-05 16:20:45,59,Online,382845,111,CP
2020-06-05 16:24:53,57,Ask if Reimbursement,383093,1,PEAR
2020-06-05 20:42:13,60,Online,398533,111,PEAR
2020-06-05 20:54:03,61,Online,399243,111,PEAR
2020-06-05 23:31:16,62,Online,408676,111,PEAR
2020-06-06 00:37:52,63,Online,412672,111,CP
2020-06-06 01:45:16,64,Online,416716,111,PEAR
2020-06-06 09:00:00,32,Fill Fraud Report,442800,20,PEAR
2020-06-06 09:20:07,59,Register Low,444007,2,CP
2020-06-06 09:28:06,64,Register High,444486,1,PEAR
2020-06-06 09:47:58,58,Register Low,445678,1,PEAR
2020-06-06 09:48:03,60,Register High,445683,2,PEAR
2020-06-06 09:52:58,64,Ask if Reimbursement,445978,1,PEAR
2020-06-06 09:55:01,33,Pay,446101,2,SKP
2020-06-06 09:57:58,59,Ask if Reimbursement,446278,1,CP
2020-06-06 10:00:11,58,Ask if Reimbursement,446411,2,PEAR
2020-06-06 10:05:15,60,Ask if Reimbursement,446715,2,PEAR
2020-06-06 10:07:25,39,Repair,446845,5,PEAR
2020-06-06 10:09:23,65,Online,446963,111,CP
2020-06-06 10:14:53,66,Online,447293,111,PEAR
2020-06-06 10:25:17,62,Register Low,447917,2,PEAR
2020-06-06 10:25:49,63,Register High,447949,1,CP
2020-06-06 10:35:43,39,Send New,448543,1,PEAR
2020-06-06 10:40:30,62,Ask if Reimbursement,448830,1,PEAR
2020-06-06 10:45:27,61,Register Low,449127,2,PEAR
2020-06-06 10:45:29,63,Ask if Reimbursement,449129,1,CP
2020-06-06 10:52:26,41,Pay,449546,1,PEAR
2020-06-06 10:52:33,38,Pay,449553,2,SKP
2020-06-06 10:59:30,36,Pay,449970,1,PEAR
2020-06-06 11:02:32,34,Send New,450152,2,PEAR
2020-06-06 11:07:26,61,Ask if Reimbursement,450446,2,PEAR
2020-06-06 11:09:23,35,Send New,450563,1,PEAR
2020-06-06 11:14:25,42,Pay,450865,2,PEAR
2020-06-06 11:16:30,40,Pay,450990,1,PEAR
2020-06-06 11:20:49,67,Online,451249,111,CP
2020-06-06 11:24:22,37,Send New,451462,2,SKP
2020-06-06 11:52:24,68,Online,453144,111,PEAR
2020-06-06 12:10:34,43,Pay,454234,2,PEAR
2020-06-06 12:29:45,65,Register Low,455385,1,CP
2020-06-06 12:34:43,66,Register Low,455683,2,PEAR
2020-06-06 12:36:48,65,Ask if Reimbursement,455808,1,CP
2020-06-06 12:39:45,66,Assess Fraud,455985,20,PEAR
2020-06-06 12:41:42,66,Ask if Reimbursement,456102,2,PEAR
2020-06-06 12:44:41,66,Close Fraud,456281,20,PEAR
2020-06-06 13:48:15,67,Register High,460095,1,CP
2020-06-06 13:55:26,67,Ask if Reimbursement,460526,1,CP
2020-06-06 14:15:15,68,Register Low,461715,1,PEAR
2020-06-06 14:22:25,68,Ask if Reimbursement,462145,1,PEAR
2020-06-06 17:11:11,69,Online,472271,111,PEAR
2020-06-06 17:14:46,70,Online,472486,111,SKP
2020-06-06 18:06:28,71,Online,475588,111,SKP
2020-06-06 23:56:39,72,Online,496599,111,SKP
2020-06-07 01:02:56,73,Online,500576,111,PEAR
2020-06-07 01:03:08,74,Online,500588,111,PEAR
2020-06-07 04:16:00,75,Online,512160,111,PEAR
2020-06-07 04:25:32,76,App,512732,111,PEAR
2020-06-07 04:56:32,77,Online,514592,111,PEAR
2020-06-07 06:38:49,78,Online,520729,111,CP
2020-06-07 07:27:31,79,Online,523651,111,PEAR
2020-06-07 08:29:27,80,Online,527367,111,CP
2020-06-07 09:20:05,71,Register Low,530405,2,SKP
2020-06-07 09:25:13,72,Assess Fraud,530713,20,SKP
2020-06-07 09:27:58,75,Register High,530878,1,PEAR
2020-06-07 09:48:02,78,Register Low,532082,1,CP
2020-06-07 09:48:09,73,Register High,532089,2,PEAR
2020-06-07 09:50:08,73,Assess Fraud,532208,20,PEAR
2020-06-07 10:08:06,79,Register Low,533286,1,PEAR
2020-06-07 10:13:16,78,Ask if Reimbursement,533596,1,CP
2020-06-07 10:15:01,78,Assess Fraud,533701,20,CP
2020-06-07 10:15:57,77,Register High,533757,2,PEAR
2020-06-07 10:20:06,72,Close Fraud,534006,20,SKP
2020-06-07 10:20:24,49,Pay,534024,1,PEAR
2020-06-07 10:20:48,79,Ask if Reimbursement,534048,2,PEAR
2020-06-07 10:30:17,78,Close Fraud,534617,20,CP
2020-06-07 10:40:21,76,Register Low,535221,1,PEAR
2020-06-07 10:47:20,47,Pay,535640,1,SKP
2020-06-07 10:48:54,74,Register High,535734,2,PEAR
2020-06-07 10:54:15,53,Pay,536055,1,SKP
2020-06-07 10:59:12,75,Ask if Reimbursement,536352,1,PEAR
2020-06-07 11:00:16,69,Assess Fraud,536416,20,PEAR
2020-06-07 11:04:17,71,Ask if Reimbursement,536657,1,SKP
2020-06-07 11:05:22,69,Close Fraud,536722,20,PEAR
2020-06-07 11:08:56,70,Register Low,536936,2,SKP
2020-06-07 11:11:00,52,Repair,537060,5,CP
2020-06-07 11:11:15,48,Pay,537075,1,PEAR
2020-06-07 11:16:01,76,Ask if Reimbursement,537361,1,PEAR
2020-06-07 11:26:01,45,Send New,537961,1,CP
2020-06-07 11:27:24,81,App,538044,111,PEAR
2020-06-07 11:36:01,44,Send New,538561,1,PEAR
2020-06-07 11:36:57,72,Register High,538617,2,SKP
2020-06-07 11:41:06,77,Ask if Reimbursement,538866,1,PEAR
2020-06-07 11:41:49,70,Ask if Reimbursement,538909,2,SKP
2020-06-07 11:46:46,72,Ask if Reimbursement,539206,2,SKP
2020-06-07 11:53:44,46,Pay,539624,2,CP
2020-06-07 11:56:19,52,Repair,539779,5,CP
2020-06-07 12:00:54,50,Pay,540054,2,PEAR
2020-06-07 12:05:53,74,Ask if Reimbursement,540353,2,PEAR
2020-06-07 12:08:58,80,Register High,540538,1,CP
2020-06-07 12:15:41,52,Send New,540941,2,CP
2020-06-07 12:18:54,82,App,541134,111,CP
2020-06-07 12:22:49,51,Pay,541369,2,PEAR
2020-06-07 12:27:47,80,Ask if Reimbursement,541667,2,CP
2020-06-07 12:32:52,73,Ask if Reimbursement,541972,2,PEAR
2020-06-07 12:37:15,69,Register High,542235,1,PEAR
2020-06-07 12:40:12,83,Online,542412,111,PEAR
2020-06-07 12:43:59,69,Ask if Reimbursement,542639,1,PEAR
2020-06-07 13:05:42,84,Online,543942,111,CP
2020-06-07 13:24:17,54,Repair,545057,5,CP
2020-06-07 13:34:06,54,Send Repaired,545646,1,CP
2020-06-07 13:54:10,81,Register Low,546850,1,PEAR
2020-06-07 14:01:25,81,Ask if Reimbursement,547285,1,PEAR
2020-06-07 14:39:16,82,Register Low,549556,1,CP
2020-06-07 14:46:17,55,Pay,549977,1,PEAR
2020-06-07 14:56:10,56,Send New,550570,1,SKP
2020-06-07 15:01:10,82,Ask if Reimbursement,550870,1,CP
2020-06-07 15:04:54,83,Assess Fraud,551094,20,PEAR
2020-06-07 15:09:56,83,Close Fraud,551396,20,PEAR
2020-06-07 15:21:08,83,Register Low,552068,1,PEAR
2020-06-07 15:41:09,84,Register Low,553269,1,CP
2020-06-07 15:43:35,85,Online,553415,111,SKP
2020-06-07 15:46:07,83,Ask if Reimbursement,553567,1,PEAR
2020-06-07 15:51:03,84,Ask if Reimbursement,553863,1,CP
2020-06-07 17:52:40,86,Online,561160,111,PEAR
2020-06-07 20:00:43,87,Online,568843,111,SKP
2020-06-07 20:04:48,88,Online,569088,111,PEAR
2020-06-07 20:06:30,89,Online,569190,111,PEAR
2020-06-07 22:24:01,90,Online,577441,111,CP
2020-06-08 06:51:39,91,Online,607899,111,PEAR
2020-06-08 07:26:27,92,Online,609987,111,PEAR
2020-06-08 08:26:03,93,App,613563,111,CP
2020-06-08 09:00:00,57,Pay,615600,1,PEAR
2020-06-08 09:19:47,91,Register Low,616787,2,PEAR
2020-06-08 09:25:09,89,Assess Fraud,617109,20,PEAR
2020-06-08 09:27:52,89,Register High,617272,1,PEAR
2020-06-08 09:30:14,89,Close Fraud,617414,20,PEAR
2020-06-08 09:39:50,90,Register Low,617990,2,CP
2020-06-08 09:44:51,89,Ask if Reimbursement,618291,2,PEAR
2020-06-08 09:47:46,86,Register Low,618466,1,PEAR
2020-06-08 09:52:55,91,Ask if Reimbursement,618775,1,PEAR
2020-06-08 10:00:21,92,Assess Fraud,619221,20,PEAR
2020-06-08 10:03:15,94,Online,619395,111,CP
2020-06-08 10:05:11,92,Close Fraud,619511,20,PEAR
2020-06-08 10:12:43,87,Register Low,619963,1,SKP
2020-06-08 10:12:50,92,Register High,619970,2,PEAR
2020-06-08 10:19:38,58,Pay,620378,1,PEAR
2020-06-08 10:24:48,87,Ask if Reimbursement,620688,1,SKP
2020-06-08 10:29:52,92,Ask if Reimbursement,620992,1,PEAR
2020-06-08 10:32:48,88,Register Low,621168,2,PEAR
2020-06-08 10:37:58,64,Repair,621478,5,PEAR
2020-06-08 10:49:45,85,Register Low,622185,1,SKP
2020-06-08 10:56:34,59,Pay,622594,1,CP
2020-06-08 11:00:45,93,Register High,622845,2,CP
2020-06-08 11:03:25,60,Pay,623005,1,PEAR
2020-06-08 11:05:31,85,Ask if Reimbursement,623131,2,SKP
2020-06-08 11:08:20,93,Ask if Reimbursement,623300,1,CP
2020-06-08 11:10:40,90,Ask if Reimbursement,623440,2,CP
2020-06-08 11:15:44,86,Ask if Reimbursement,623744,2,PEAR
2020-06-08 11:18:14,62,Send New,623894,1,PEAR
2020-06-08 11:20:50,88,Ask if Reimbursement,624050,2,PEAR
2020-06-08 11:27:36,63,Repair,624456,5,CP
2020-06-08 11:28:14,64,Send New,624494,1,PEAR
2020-06-08 11:30:49,61,Send New,624649,2,PEAR
2020-06-08 11:38:12,63,Send Repaired,625092,1,CP
2020-06-08 12:24:05,94,Register Low,627845,2,CP
2020-06-08 12:28:29,95,App,628109,111,PEAR
2020-06-08 12:31:03,94,Ask if Reimbursement,628263,1,CP
2020-06-08 12:43:28,65,Send New,629008,2,CP
2020-06-08 12:50:55,66,Send New,629455,1,PEAR
2020-06-08 12:55:46,96,Online,629746,111,SKP
2020-06-08 14:29:54,68,Send New,635394,1,PEAR
2020-06-08 14:39:29,67,Repair,635969,5,CP
2020-06-08 14:49:49,95,Register Low,636589,1,PEAR
2020-06-08 14:56:41,95,Ask if Reimbursement,637001,1,PEAR
2020-06-08 15:16:27,96,Register Low,638187,1,SKP
2020-06-08 15:21:19,96,Assess Fraud,638479,20,SKP
2020-06-08 15:23:41,96,Ask if Reimbursement,638621,1,SKP
2020-06-08 15:24:38,67,Repair,638678,5,CP
2020-06-08 15:26:11,96,Close Fraud,638771,20,SKP
2020-06-08 16:09:13,67,Repair,641353,5,CP
2020-06-08 16:19:11,67,Send Repaired,641951,1,CP
2020-06-08 16:24:31,97,App,642271,111,PEAR
2020-06-08 16:31:00,98,Online,642660,111,SKP
2020-06-08 18:34:22,99,App,650062,111,PEAR
2020-06-08 19:46:41,100,Online,654401,111,PEAR
2020-06-08 20:47:04,101,App,658024,111,PEAR
2020-06-08 20:53:39,102,Online,658419,111,PEAR
2020-06-08 20:58:46,103,Online,658726,111,CP
2020-06-09 00:55:43,104,Online,672943,111,CP
2020-06-09 02:01:02,105,App,676862,111,CP
2020-06-09 04:19:12,106,Online,685152,111,PEAR
2020-06-09 09:20:06,98,Register Low,703206,1,SKP
2020-06-09 09:25:04,106,Assess Fraud,703504,20,PEAR
2020-06-09 09:28:08,106,Register High,703688,2,PEAR
2020-06-09 09:28:42,107,Online,703722,111,CP
2020-06-09 09:30:05,106,Close Fraud,703805,20,PEAR
2020-06-09 09:33:10,98,Ask if Reimbursement,703990,2,SKP
2020-06-09 09:48:21,99,Register High,704901,1,PEAR
2020-06-09 09:53:24,97,Register Low,705204,2,PEAR
2020-06-09 10:00:11,100,Assess Fraud,705611,20,PEAR
2020-06-09 10:08:12,101,Register Low,706092,1,PEAR
2020-06-09 10:13:25,106,Ask if Reimbursement,706405,1,PEAR
2020-06-09 10:21:27,103,Register High,706887,2,CP
2020-06-09 10:24:57,99,Assess Fraud,707097,20,PEAR
2020-06-09 10:29:48,100,Close Fraud,707388,20,PEAR
2020-06-09 10:33:20,102,Register Low,707600,1,PEAR
2020-06-09 10:37:59,99,Ask if Reimbursement,707879,1,PEAR
2020-06-09 10:39:28,99,Close Fraud,707968,20,PEAR
2020-06-09 10:47:58,78,Send New,708478,1,CP
2020-06-09 10:49:38,100,Register High,708578,2,PEAR
2020-06-09 10:53:10,103,Ask if Reimbursement,708790,1,CP
2020-06-09 10:58:27,101,Ask if Reimbursement,709107,1,PEAR
2020-06-09 11:08:22,79,Send New,709702,1,PEAR
2020-06-09 11:09:23,105,Register Low,709763,2,CP
2020-06-09 11:15:32,71,Pay,710132,1,SKP
2020-06-09 11:16:20,75,Pay,710180,2,PEAR
